,u,i,ts,label,idx
12293,278,795,1708840.0,0.0,12294
12294,278,604,1708946.0,0.0,12295
12295,714,42,1709009.0,0.0,12296
12296,714,717,1709036.0,0.0,12297
12297,714,106,1709119.0,0.0,12298
12298,714,739,1709228.0,0.0,12299
12299,714,104,1709366.0,0.0,12300
12300,278,604,1709391.0,0.0,12301
12301,33,781,1709762.0,0.0,12302
12302,278,264,1709902.0,0.0,12303
12303,590,514,1710263.0,0.0,12304
12304,298,684,1710412.0,0.0,12305
12305,245,416,1710549.0,0.0,12306
12306,4,69,1710907.0,0.0,12307
12307,787,784,1711309.0,0.0,12308
12308,584,796,1711705.0,0.0,12309
12309,205,182,1711791.0,0.0,12310
12310,205,795,1711836.0,0.0,12311
12311,499,298,1711858.0,0.0,12312
12312,298,499,1712147.0,0.0,12313
12313,279,28,1712202.0,0.0,12314
12314,627,591,1712792.0,0.0,12315
12315,740,541,1712858.0,0.0,12316
12316,535,626,1712926.0,0.0,12317
12317,740,318,1713040.0,0.0,12318
12318,425,344,1713394.0,0.0,12319
12319,797,748,1713512.0,0.0,12320
12320,497,524,1713845.0,0.0,12321
12321,497,317,1714008.0,0.0,12322
12322,766,310,1714090.0,0.0,12323
12323,340,287,1714105.0,0.0,12324
12324,28,279,1714242.0,0.0,12325
12325,753,279,1714420.0,0.0,12326
12326,514,590,1714467.0,0.0,12327
12327,698,641,1714676.0,0.0,12328
12328,423,298,1714775.0,0.0,12329
12329,680,73,1714853.0,0.0,12330
12330,729,608,1714937.0,0.0,12331
12331,680,318,1715057.0,0.0,12332
12332,343,599,1715288.0,0.0,12333
12333,298,423,1715346.0,0.0,12334
12334,284,688,1715451.0,0.0,12335
12335,298,264,1715459.0,0.0,12336
12336,343,599,1715542.0,0.0,12337
12337,680,405,1715631.0,0.0,12338
12338,343,599,1715650.0,0.0,12339
12339,698,225,1715724.0,0.0,12340
12340,343,599,1715938.0,0.0,12341
12341,178,515,1716007.0,0.0,12342
12342,515,178,1716198.0,0.0,12343
12343,31,405,1716619.0,0.0,12344
12344,10,143,1716668.0,0.0,12345
12345,10,178,1716685.0,0.0,12346
12346,10,283,1716741.0,0.0,12347
12347,343,599,1716809.0,0.0,12348
12348,343,798,1716825.0,0.0,12349
12349,587,310,1716965.0,0.0,12350
12350,587,310,1717108.0,0.0,12351
12351,739,627,1717174.0,0.0,12352
12352,616,366,1717251.0,0.0,12353
12353,255,31,1717267.0,0.0,12354
12354,457,698,1717330.0,0.0,12355
12355,630,129,1717373.0,0.0,12356
12356,627,739,1717423.0,0.0,12357
12357,599,343,1717470.0,0.0,12358
12358,600,535,1717487.0,0.0,12359
12359,53,682,1717568.0,0.0,12360
12360,310,53,1717597.0,0.0,12361
12361,53,310,1717628.0,0.0,12362
12362,310,53,1717671.0,0.0,12363
12363,310,799,1717827.0,0.0,12364
12364,283,35,1718131.0,0.0,12365
12365,591,441,1718171.0,0.0,12366
12366,591,514,1718196.0,0.0,12367
12367,402,640,1718197.0,0.0,12368
12368,205,304,1718252.0,0.0,12369
12369,402,777,1718310.0,0.0,12370
12370,389,762,1718328.0,0.0,12371
12371,54,251,1718345.0,0.0,12372
12372,402,774,1718350.0,0.0,12373
12373,591,627,1718410.0,0.0,12374
12374,552,401,1718427.0,0.0,12375
12375,104,684,1718450.0,0.0,12376
12376,104,732,1718479.0,0.0,12377
12377,799,514,1718548.0,0.0,12378
12378,548,712,1718565.0,0.0,12379
12379,688,42,1718574.0,0.0,12380
12380,104,463,1718591.0,0.0,12381
12381,621,28,1718601.0,0.0,12382
12382,438,626,1718719.0,0.0,12383
12383,373,570,1718956.0,0.0,12384
12384,373,129,1719091.0,0.0,12385
12385,205,304,1719093.0,0.0,12386
12386,373,762,1719146.0,0.0,12387
12387,373,537,1719204.0,0.0,12388
12388,373,800,1719243.0,0.0,12389
12389,373,799,1719308.0,0.0,12390
12390,373,279,1719355.0,0.0,12391
12391,399,783,1719395.0,0.0,12392
12392,213,322,1719412.0,0.0,12393
12393,373,438,1719515.0,0.0,12394
12394,373,766,1719553.0,0.0,12395
12395,278,604,1719649.0,0.0,12396
12396,799,310,1719658.0,0.0,12397
12397,755,42,1719762.0,0.0,12398
12398,221,625,1719836.0,0.0,12399
12399,712,548,1719844.0,0.0,12400
12400,221,645,1719935.0,0.0,12401
12401,221,679,1720008.0,0.0,12402
12402,548,712,1720024.0,0.0,12403
12403,300,463,1720042.0,0.0,12404
12404,221,373,1720103.0,0.0,12405
12405,712,548,1720116.0,0.0,12406
12406,548,712,1720241.0,0.0,12407
12407,300,322,1720267.0,0.0,12408
12408,278,499,1720477.0,0.0,12409
12409,28,621,1720524.0,0.0,12410
12410,712,548,1720529.0,0.0,12411
12411,278,604,1720555.0,0.0,12412
12412,714,373,1720614.0,0.0,12413
12413,155,720,1720631.0,0.0,12414
12414,155,645,1720674.0,0.0,12415
12415,690,627,1720710.0,0.0,12416
12416,714,739,1720747.0,0.0,12417
12417,548,155,1720859.0,0.0,12418
12418,627,690,1720884.0,0.0,12419
12419,278,604,1720892.0,0.0,12420
12420,627,591,1720894.0,0.0,12421
12421,714,568,1720962.0,0.0,12422
12422,714,728,1721001.0,0.0,12423
12423,756,387,1721028.0,0.0,12424
12424,714,162,1721078.0,0.0,12425
12425,714,645,1721190.0,0.0,12426
12426,759,754,1721213.0,0.0,12427
12427,714,104,1721271.0,0.0,12428
12428,688,129,1721485.0,0.0,12429
12429,714,625,1721487.0,0.0,12430
12430,714,91,1721518.0,0.0,12431
12431,714,253,1721551.0,0.0,12432
12432,688,617,1721571.0,0.0,12433
12433,714,715,1721667.0,0.0,12434
12434,714,49,1721714.0,0.0,12435
12435,714,322,1721725.0,0.0,12436
12436,322,213,1721729.0,0.0,12437
12437,767,643,1721751.0,0.0,12438
12438,767,373,1721764.0,0.0,12439
12439,767,373,1721776.0,0.0,12440
12440,587,785,1721777.0,0.0,12441
12441,322,300,1721804.0,0.0,12442
12442,714,543,1721813.0,0.0,12443
12443,682,53,1721816.0,0.0,12444
12444,606,735,1721860.0,0.0,12445
12445,690,627,1721891.0,0.0,12446
12446,767,373,1721892.0,0.0,12447
12447,322,767,1721899.0,0.0,12448
12448,714,480,1721908.0,0.0,12449
12449,322,759,1721967.0,0.0,12450
12450,767,322,1721986.0,0.0,12451
12451,783,399,1721989.0,0.0,12452
12452,587,599,1721991.0,0.0,12453
12453,713,190,1722004.0,0.0,12454
12454,714,243,1722007.0,0.0,12455
12455,322,767,1722025.0,0.0,12456
12456,627,690,1722088.0,0.0,12457
12457,759,322,1722139.0,0.0,12458
12458,322,785,1722146.0,0.0,12459
12459,714,463,1722148.0,0.0,12460
12460,338,650,1722151.0,0.0,12461
12461,322,759,1722178.0,0.0,12462
12462,510,365,1722180.0,0.0,12463
12463,338,770,1722193.0,0.0,12464
12464,102,515,1722231.0,0.0,12465
12465,714,103,1722245.0,0.0,12466
12466,714,717,1722276.0,0.0,12467
12467,587,535,1722315.0,0.0,12468
12468,322,766,1722332.0,0.0,12469
12469,771,535,1722409.0,0.0,12470
12470,587,245,1722417.0,0.0,12471
12471,298,322,1722434.0,0.0,12472
12472,322,799,1722435.0,0.0,12473
12473,714,284,1722479.0,0.0,12474
12474,322,298,1722489.0,0.0,12475
12475,617,322,1722547.0,0.0,12476
12476,322,617,1722548.0,0.0,12477
12477,322,617,1722592.0,0.0,12478
12478,771,455,1722702.0,0.0,12479
12479,298,322,1722714.0,0.0,12480
12480,455,182,1722721.0,0.0,12481
12481,322,298,1722739.0,0.0,12482
12482,556,755,1722757.0,0.0,12483
12483,767,322,1722763.0,0.0,12484
12484,759,322,1722783.0,0.0,12485
12485,373,767,1722798.0,0.0,12486
12486,373,767,1722818.0,0.0,12487
12487,373,767,1722844.0,0.0,12488
12488,322,767,1722876.0,0.0,12489
12489,767,373,1722910.0,0.0,12490
12490,322,759,1722914.0,0.0,12491
12491,767,322,1722920.0,0.0,12492
12492,373,767,1722936.0,0.0,12493
12493,322,767,1722940.0,0.0,12494
12494,68,9,1722971.0,0.0,12495
12495,298,322,1722977.0,0.0,12496
12496,129,630,1723018.0,0.0,12497
12497,190,713,1723070.0,0.0,12498
12498,800,373,1723107.0,0.0,12499
12499,771,455,1723253.0,0.0,12500
12500,104,722,1723365.0,0.0,12501
12501,104,800,1723401.0,0.0,12502
12502,800,104,1723463.0,0.0,12503
12503,457,455,1723531.0,0.0,12504
12504,104,800,1723540.0,0.0,12505
12505,42,688,1723568.0,0.0,12506
12506,213,679,1723580.0,0.0,12507
12507,767,373,1723601.0,0.0,12508
12508,767,322,1723619.0,0.0,12509
12509,767,373,1723638.0,0.0,12510
12510,800,104,1723645.0,0.0,12511
12511,213,766,1723678.0,0.0,12512
12512,373,800,1723705.0,0.0,12513
12513,373,767,1723732.0,0.0,12514
12514,373,767,1723780.0,0.0,12515
12515,800,373,1723784.0,0.0,12516
12516,455,457,1723796.0,0.0,12517
12517,373,800,1723798.0,0.0,12518
12518,104,800,1723838.0,0.0,12519
12519,800,373,1723879.0,0.0,12520
12520,771,455,1723886.0,0.0,12521
12521,800,104,1723914.0,0.0,12522
12522,510,365,1724023.0,0.0,12523
12523,510,317,1724044.0,0.0,12524
12524,510,455,1724079.0,0.0,12525
12525,726,720,1724085.0,0.0,12526
12526,606,618,1724271.0,0.0,12527
12527,606,338,1724323.0,0.0,12528
12528,771,455,1724331.0,0.0,12529
12529,221,645,1724342.0,0.0,12530
12530,606,333,1724410.0,0.0,12531
12531,213,49,1724471.0,0.0,12532
12532,104,800,1724552.0,0.0,12533
12533,129,688,1724615.0,0.0,12534
12534,771,455,1724676.0,0.0,12535
12535,800,104,1724701.0,0.0,12536
12536,253,617,1724813.0,0.0,12537
12537,397,401,1724829.0,0.0,12538
12538,537,373,1724952.0,0.0,12539
12539,322,298,1724996.0,0.0,12540
12540,322,767,1725021.0,0.0,12541
12541,801,767,1725065.0,0.0,12542
12542,96,639,1725095.0,0.0,12543
12543,802,769,1725154.0,0.0,12544
12544,461,543,1725210.0,0.0,12545
12545,129,373,1725306.0,0.0,12546
12546,322,461,1725339.0,0.0,12547
12547,645,221,1725408.0,0.0,12548
12548,35,762,1725474.0,0.0,12549
12549,620,390,1725540.0,0.0,12550
12550,705,618,1725562.0,0.0,12551
12551,620,503,1725600.0,0.0,12552
12552,405,31,1725703.0,0.0,12553
12553,620,785,1725773.0,0.0,12554
12554,688,129,1725776.0,0.0,12555
12555,10,283,1725837.0,0.0,12556
12556,10,283,1725849.0,0.0,12557
12557,688,758,1725938.0,0.0,12558
12558,680,405,1726239.0,0.0,12559
12559,706,789,1726300.0,0.0,12560
12560,706,789,1726347.0,0.0,12561
12561,35,803,1726422.0,0.0,12562
12562,401,722,1726508.0,0.0,12563
12563,680,405,1726565.0,0.0,12564
12564,401,684,1726597.0,0.0,12565
12565,763,563,1726662.0,0.0,12566
12566,706,804,1726706.0,0.0,12567
12567,803,35,1726719.0,0.0,12568
12568,706,804,1726722.0,0.0,12569
12569,463,104,1726783.0,0.0,12570
12570,753,503,1726843.0,0.0,12571
12571,463,300,1726848.0,0.0,12572
12572,351,618,1726979.0,0.0,12573
12573,587,805,1726998.0,0.0,12574
12574,401,475,1726999.0,0.0,12575
12575,373,129,1727037.0,0.0,12576
12576,351,803,1727115.0,0.0,12577
12577,432,300,1727197.0,0.0,12578
12578,803,351,1727229.0,0.0,12579
12579,351,803,1727387.0,0.0,12580
12580,351,803,1727423.0,0.0,12581
12581,803,763,1727439.0,0.0,12582
12582,401,397,1727484.0,0.0,12583
12583,552,401,1727612.0,0.0,12584
12584,640,688,1727754.0,0.0,12585
12585,35,803,1727965.0,0.0,12586
12586,761,213,1728015.0,0.0,12587
12587,641,698,1728032.0,0.0,12588
12588,212,598,1728053.0,0.0,12589
12589,755,571,1728057.0,0.0,12590
12590,698,641,1728186.0,0.0,12591
12591,698,641,1728238.0,0.0,12592
12592,297,64,1728329.0,0.0,12593
12593,300,463,1728420.0,0.0,12594
12594,326,524,1728489.0,0.0,12595
12595,626,438,1728508.0,0.0,12596
12596,104,463,1728519.0,0.0,12597
12597,626,535,1728573.0,0.0,12598
12598,802,322,1728620.0,0.0,12599
12599,698,641,1728686.0,0.0,12600
12600,684,195,1728691.0,0.0,12601
12601,300,322,1728754.0,0.0,12602
12602,684,298,1728786.0,0.0,12603
12603,68,684,1728942.0,0.0,12604
12604,322,300,1728991.0,0.0,12605
12605,709,225,1729135.0,0.0,12606
12606,49,684,1729290.0,0.0,12607
12607,300,322,1729322.0,0.0,12608
12608,570,373,1729337.0,0.0,12609
12609,484,326,1729420.0,0.0,12610
12610,484,584,1729440.0,0.0,12611
12611,484,584,1729453.0,0.0,12612
12612,484,195,1729467.0,0.0,12613
12613,475,401,1729484.0,0.0,12614
12614,484,783,1729564.0,0.0,12615
12615,475,647,1729677.0,0.0,12616
12616,326,484,1729701.0,0.0,12617
12617,68,799,1729723.0,0.0,12618
12618,647,475,1729812.0,0.0,12619
12619,684,49,1729823.0,0.0,12620
12620,475,225,1729838.0,0.0,12621
12621,49,684,1729911.0,0.0,12622
12622,221,645,1729953.0,0.0,12623
12623,475,647,1729959.0,0.0,12624
12624,68,684,1730053.0,0.0,12625
12625,684,49,1730077.0,0.0,12626
12626,684,68,1730119.0,0.0,12627
12627,430,373,1730283.0,0.0,12628
12628,690,627,1730437.0,0.0,12629
12629,10,570,1730503.0,0.0,12630
12630,49,684,1730672.0,0.0,12631
12631,10,684,1730703.0,0.0,12632
12632,10,28,1730768.0,0.0,12633
12633,10,789,1730879.0,0.0,12634
12634,10,754,1730908.0,0.0,12635
12635,684,49,1730916.0,0.0,12636
12636,49,684,1731047.0,0.0,12637
12637,10,784,1731085.0,0.0,12638
12638,10,785,1731113.0,0.0,12639
12639,627,690,1731116.0,0.0,12640
12640,10,799,1731150.0,0.0,12641
12641,10,803,1731174.0,0.0,12642
12642,249,604,1731185.0,0.0,12643
12643,10,570,1731210.0,0.0,12644
12644,10,684,1731269.0,0.0,12645
12645,684,49,1731279.0,0.0,12646
12646,10,684,1731281.0,0.0,12647
12647,10,570,1731355.0,0.0,12648
12648,318,344,1731395.0,0.0,12649
12649,10,684,1731541.0,0.0,12650
12650,10,570,1731570.0,0.0,12651
12651,49,684,1731600.0,0.0,12652
12652,10,570,1731604.0,0.0,12653
12653,10,784,1731622.0,0.0,12654
12654,10,684,1731693.0,0.0,12655
12655,10,570,1731746.0,0.0,12656
12656,10,570,1731841.0,0.0,12657
12657,684,49,1731854.0,0.0,12658
12658,342,639,1731863.0,0.0,12659
12659,10,570,1732118.0,0.0,12660
12660,484,326,1732139.0,0.0,12661
12661,622,775,1732280.0,0.0,12662
12662,129,373,1732377.0,0.0,12663
12663,75,789,1732779.0,0.0,12664
12664,440,213,1732875.0,0.0,12665
12665,440,796,1732921.0,0.0,12666
12666,2,147,1733087.0,0.0,12667
12667,553,770,1733108.0,0.0,12668
12668,463,104,1733129.0,0.0,12669
12669,28,10,1733275.0,0.0,12670
12670,351,618,1733318.0,0.0,12671
12671,225,709,1733358.0,0.0,12672
12672,104,618,1733674.0,0.0,12673
12673,618,237,1733825.0,0.0,12674
12674,618,104,1733914.0,0.0,12675
12675,709,225,1733982.0,0.0,12676
12676,705,618,1734035.0,0.0,12677
12677,2,160,1734078.0,0.0,12678
12678,709,33,1734100.0,0.0,12679
12679,705,505,1734127.0,0.0,12680
12680,58,597,1734134.0,0.0,12681
12681,709,75,1734225.0,0.0,12682
12682,515,102,1734272.0,0.0,12683
12683,53,310,1734427.0,0.0,12684
12684,58,709,1734469.0,0.0,12685
12685,608,729,1734496.0,0.0,12686
12686,739,655,1734497.0,0.0,12687
12687,709,58,1734527.0,0.0,12688
12688,505,772,1734565.0,0.0,12689
12689,53,682,1734573.0,0.0,12690
12690,225,709,1734603.0,0.0,12691
12691,58,709,1734677.0,0.0,12692
12692,58,803,1734955.0,0.0,12693
12693,796,440,1734983.0,0.0,12694
12694,606,342,1735004.0,0.0,12695
12695,255,409,1735008.0,0.0,12696
12696,688,284,1735069.0,0.0,12697
12697,806,42,1735080.0,0.0,12698
12698,587,505,1735120.0,0.0,12699
12699,58,799,1735199.0,0.0,12700
12700,438,626,1735227.0,0.0,12701
12701,705,618,1735230.0,0.0,12702
12702,58,799,1735246.0,0.0,12703
12703,684,618,1735257.0,0.0,12704
12704,684,380,1735424.0,0.0,12705
12705,705,505,1735466.0,0.0,12706
12706,709,58,1735569.0,0.0,12707
12707,682,618,1735684.0,0.0,12708
12708,58,709,1735835.0,0.0,12709
12709,682,53,1735910.0,0.0,12710
12710,806,42,1735950.0,0.0,12711
12711,682,618,1735994.0,0.0,12712
12712,37,645,1736001.0,0.0,12713
12713,806,242,1736063.0,0.0,12714
12714,806,326,1736192.0,0.0,12715
12715,470,807,1736226.0,0.0,12716
12716,806,808,1736344.0,0.0,12717
12717,807,470,1736347.0,0.0,12718
12718,806,781,1736403.0,0.0,12719
12719,245,809,1736420.0,0.0,12720
12720,810,326,1736486.0,0.0,12721
12721,515,800,1736612.0,0.0,12722
12722,618,74,1736713.0,0.0,12723
12723,515,618,1736713.0,0.0,12724
12724,606,618,1736734.0,0.0,12725
12725,806,145,1736743.0,0.0,12726
12726,618,515,1736797.0,0.0,12727
12727,606,618,1736873.0,0.0,12728
12728,810,282,1736922.0,0.0,12729
12729,74,618,1736924.0,0.0,12730
12730,618,401,1736937.0,0.0,12731
12731,184,645,1737086.0,0.0,12732
12732,618,74,1737115.0,0.0,12733
12733,627,796,1737175.0,0.0,12734
12734,606,618,1737179.0,0.0,12735
12735,606,273,1737258.0,0.0,12736
12736,74,618,1737323.0,0.0,12737
12737,772,505,1737363.0,0.0,12738
12738,190,709,1737419.0,0.0,12739
12739,796,627,1737593.0,0.0,12740
12740,706,300,1737736.0,0.0,12741
12741,627,796,1737749.0,0.0,12742
12742,682,618,1737762.0,0.0,12743
12743,406,794,1737809.0,0.0,12744
12744,682,618,1737816.0,0.0,12745
12745,587,245,1737831.0,0.0,12746
12746,796,627,1737839.0,0.0,12747
12747,626,438,1737882.0,0.0,12748
12748,587,184,1737927.0,0.0,12749
12749,800,515,1738171.0,0.0,12750
12750,587,505,1738485.0,0.0,12751
12751,401,475,1738571.0,0.0,12752
12752,401,618,1738628.0,0.0,12753
12753,811,350,1738751.0,0.0,12754
12754,343,599,1738827.0,0.0,12755
12755,53,682,1738933.0,0.0,12756
12756,563,796,1739355.0,0.0,12757
12757,600,42,1739390.0,0.0,12758
12758,275,213,1739429.0,0.0,12759
12759,343,545,1739470.0,0.0,12760
12760,343,545,1739474.0,0.0,12761
12761,426,408,1739488.0,0.0,12762
12762,343,699,1739640.0,0.0,12763
12763,343,699,1739645.0,0.0,12764
12764,275,646,1739646.0,0.0,12765
12765,401,684,1739755.0,0.0,12766
12766,640,402,1739878.0,0.0,12767
12767,275,640,1740109.0,0.0,12768
12768,275,640,1740200.0,0.0,12769
12769,251,298,1740491.0,0.0,12770
12770,587,245,1740589.0,0.0,12771
12771,587,245,1740644.0,0.0,12772
12772,328,590,1740683.0,0.0,12773
12773,682,53,1740708.0,0.0,12774
12774,328,317,1740727.0,0.0,12775
12775,284,688,1740758.0,0.0,12776
12776,42,184,1740797.0,0.0,12777
12777,806,42,1740838.0,0.0,12778
12778,328,799,1740858.0,0.0,12779
12779,328,785,1740938.0,0.0,12780
12780,806,275,1740948.0,0.0,12781
12781,42,767,1740973.0,0.0,12782
12782,768,742,1740977.0,0.0,12783
12783,806,42,1740984.0,0.0,12784
12784,771,366,1741042.0,0.0,12785
12785,606,735,1741044.0,0.0,12786
12786,328,775,1741077.0,0.0,12787
12787,618,682,1741134.0,0.0,12788
12788,449,245,1741151.0,0.0,12789
12789,600,251,1741186.0,0.0,12790
12790,618,401,1741197.0,0.0,12791
12791,600,42,1741198.0,0.0,12792
12792,494,340,1741356.0,0.0,12793
12793,771,102,1741481.0,0.0,12794
12794,132,754,1741488.0,0.0,12795
12795,754,132,1741550.0,0.0,12796
12796,132,754,1741596.0,0.0,12797
12797,251,503,1741608.0,0.0,12798
12798,771,618,1741644.0,0.0,12799
12799,550,795,1741664.0,0.0,12800
12800,772,365,1741685.0,0.0,12801
12801,680,715,1741734.0,0.0,12802
12802,641,784,1741748.0,0.0,12803
12803,600,42,1741759.0,0.0,12804
12804,600,251,1741768.0,0.0,12805
12805,771,317,1741791.0,0.0,12806
12806,754,132,1741806.0,0.0,12807
12807,278,449,1741830.0,0.0,12808
12808,132,754,1742015.0,0.0,12809
12809,713,641,1742038.0,0.0,12810
12810,754,132,1742090.0,0.0,12811
12811,132,126,1742104.0,0.0,12812
12812,641,713,1742108.0,0.0,12813
12813,771,366,1742120.0,0.0,12814
12814,713,641,1742202.0,0.0,12815
12815,680,715,1742262.0,0.0,12816
12816,600,251,1742279.0,0.0,12817
12817,641,713,1742283.0,0.0,12818
12818,358,784,1742304.0,0.0,12819
12819,132,754,1742306.0,0.0,12820
12820,54,786,1742331.0,0.0,12821
12821,713,641,1742405.0,0.0,12822
12822,754,132,1742452.0,0.0,12823
12823,358,403,1742463.0,0.0,12824
12824,784,641,1742475.0,0.0,12825
12825,641,713,1742521.0,0.0,12826
12826,10,754,1742539.0,0.0,12827
12827,641,784,1742547.0,0.0,12828
12828,10,803,1742564.0,0.0,12829
12829,10,709,1742598.0,0.0,12830
12830,10,754,1742607.0,0.0,12831
12831,713,641,1742622.0,0.0,12832
12832,182,455,1742667.0,0.0,12833
12833,125,599,1742747.0,0.0,12834
12834,784,543,1742774.0,0.0,12835
12835,132,754,1742780.0,0.0,12836
12836,10,754,1742784.0,0.0,12837
12837,68,9,1742789.0,0.0,12838
12838,641,713,1742794.0,0.0,12839
12839,340,494,1742797.0,0.0,12840
12840,10,570,1742801.0,0.0,12841
12841,784,641,1742834.0,0.0,12842
12842,754,132,1742848.0,0.0,12843
12843,641,784,1742866.0,0.0,12844
12844,543,326,1742887.0,0.0,12845
12845,713,641,1742998.0,0.0,12846
12846,125,713,1743023.0,0.0,12847
12847,358,300,1743027.0,0.0,12848
12848,641,713,1743033.0,0.0,12849
12849,132,754,1743076.0,0.0,12850
12850,754,132,1743176.0,0.0,12851
12851,388,482,1743277.0,0.0,12852
12852,388,253,1743289.0,0.0,12853
12853,132,754,1743304.0,0.0,12854
12854,388,387,1743320.0,0.0,12855
12855,655,739,1743399.0,0.0,12856
12856,784,641,1743517.0,0.0,12857
12857,64,297,1743689.0,0.0,12858
12858,64,548,1743752.0,0.0,12859
12859,515,618,1743771.0,0.0,12860
12860,515,800,1743827.0,0.0,12861
12861,245,449,1743842.0,0.0,12862
12862,812,377,1743870.0,0.0,12863
12863,377,812,1743904.0,0.0,12864
12864,279,28,1743983.0,0.0,12865
12865,636,813,1744016.0,0.0,12866
12866,705,814,1744027.0,0.0,12867
12867,365,772,1744035.0,0.0,12868
12868,812,377,1744054.0,0.0,12869
12869,812,59,1744095.0,0.0,12870
12870,806,42,1744114.0,0.0,12871
12871,705,799,1744130.0,0.0,12872
12872,806,618,1744151.0,0.0,12873
12873,314,64,1744158.0,0.0,12874
12874,802,314,1744183.0,0.0,12875
12875,801,767,1744210.0,0.0,12876
12876,604,815,1744224.0,0.0,12877
12877,682,618,1744236.0,0.0,12878
12878,806,251,1744238.0,0.0,12879
12879,682,655,1744302.0,0.0,12880
12880,35,314,1744415.0,0.0,12881
12881,800,515,1744424.0,0.0,12882
12882,802,314,1744429.0,0.0,12883
12883,449,245,1744475.0,0.0,12884
12884,205,182,1744481.0,0.0,12885
12885,548,64,1744499.0,0.0,12886
12886,449,366,1744518.0,0.0,12887
12887,343,365,1744523.0,0.0,12888
12888,449,785,1744530.0,0.0,12889
12889,314,35,1744536.0,0.0,12890
12890,343,365,1744546.0,0.0,12891
12891,455,182,1744586.0,0.0,12892
12892,13,102,1744662.0,0.0,12893
12893,515,800,1744676.0,0.0,12894
12894,706,713,1744693.0,0.0,12895
12895,706,713,1744699.0,0.0,12896
12896,104,800,1744709.0,0.0,12897
12897,802,314,1744718.0,0.0,12898
12898,365,816,1744738.0,0.0,12899
12899,13,785,1744768.0,0.0,12900
12900,343,365,1744792.0,0.0,12901
12901,75,709,1744799.0,0.0,12902
12902,816,365,1744854.0,0.0,12903
12903,4,133,1744903.0,0.0,12904
12904,343,816,1744939.0,0.0,12905
12905,104,618,1744939.0,0.0,12906
12906,365,343,1744954.0,0.0,12907
12907,514,627,1744962.0,0.0,12908
12908,13,9,1745004.0,0.0,12909
12909,75,464,1745015.0,0.0,12910
12910,343,365,1745022.0,0.0,12911
12911,455,468,1745060.0,0.0,12912
12912,104,455,1745079.0,0.0,12913
12913,35,314,1745081.0,0.0,12914
12914,35,816,1745198.0,0.0,12915
12915,177,604,1745229.0,0.0,12916
12916,309,156,1745234.0,0.0,12917
12917,358,817,1745240.0,0.0,12918
12918,815,604,1745245.0,0.0,12919
12919,772,365,1745246.0,0.0,12920
12920,75,593,1745258.0,0.0,12921
12921,303,558,1745266.0,0.0,12922
12922,104,818,1745294.0,0.0,12923
12923,358,819,1745301.0,0.0,12924
12924,655,763,1745364.0,0.0,12925
12925,358,799,1745380.0,0.0,12926
12926,104,816,1745381.0,0.0,12927
12927,42,812,1745432.0,0.0,12928
12928,365,772,1745460.0,0.0,12929
12929,42,742,1745465.0,0.0,12930
12930,4,815,1745477.0,0.0,12931
12931,687,543,1745487.0,0.0,12932
12932,795,550,1745578.0,0.0,12933
12933,75,754,1745636.0,0.0,12934
12934,771,455,1745646.0,0.0,12935
12935,687,132,1745649.0,0.0,12936
12936,600,251,1745652.0,0.0,12937
12937,600,42,1745666.0,0.0,12938
12938,558,303,1745694.0,0.0,12939
12939,75,618,1745718.0,0.0,12940
12940,771,627,1745739.0,0.0,12941
12941,604,815,1745836.0,0.0,12942
12942,303,558,1745872.0,0.0,12943
12943,190,713,1745873.0,0.0,12944
12944,627,514,1745934.0,0.0,12945
12945,13,309,1745971.0,0.0,12946
12946,604,158,1746005.0,0.0,12947
12947,604,158,1746022.0,0.0,12948
12948,75,608,1746066.0,0.0,12949
12949,13,289,1746103.0,0.0,12950
12950,734,298,1746128.0,0.0,12951
12951,734,169,1746191.0,0.0,12952
12952,734,303,1746219.0,0.0,12953
12953,815,4,1746322.0,0.0,12954
12954,815,604,1746331.0,0.0,12955
12955,604,815,1746436.0,0.0,12956
12956,558,303,1746446.0,0.0,12957
12957,461,322,1746503.0,0.0,12958
12958,278,449,1746570.0,0.0,12959
12959,499,816,1746683.0,0.0,12960
12960,771,461,1746737.0,0.0,12961
12961,636,75,1746906.0,0.0,12962
12962,587,245,1746922.0,0.0,12963
12963,303,558,1746986.0,0.0,12964
12964,558,303,1747040.0,0.0,12965
12965,587,816,1747040.0,0.0,12966
12966,587,817,1747069.0,0.0,12967
12967,800,515,1747105.0,0.0,12968
12968,75,461,1747177.0,0.0,12969
12969,800,104,1747184.0,0.0,12970
12970,75,636,1747210.0,0.0,12971
12971,767,42,1747241.0,0.0,12972
12972,42,767,1747278.0,0.0,12973
12973,636,75,1747369.0,0.0,12974
12974,373,570,1747373.0,0.0,12975
12975,767,483,1747373.0,0.0,12976
12976,767,42,1747400.0,0.0,12977
12977,373,129,1747412.0,0.0,12978
12978,42,767,1747446.0,0.0,12979
12979,767,770,1747460.0,0.0,12980
12980,767,42,1747476.0,0.0,12981
12981,636,75,1747479.0,0.0,12982
12982,373,430,1747483.0,0.0,12983
12983,365,430,1747488.0,0.0,12984
12984,278,449,1747501.0,0.0,12985
12985,767,284,1747527.0,0.0,12986
12986,344,75,1747552.0,0.0,12987
12987,373,767,1747631.0,0.0,12988
12988,42,767,1747682.0,0.0,12989
12989,373,561,1747712.0,0.0,12990
12990,806,42,1747758.0,0.0,12991
12991,767,373,1747765.0,0.0,12992
